utterance_id,subject,azimuth1,azimuth2,elevation1,elevation2,elevation_index1,elevation_index2
029c020u_1.0698_015a0113_-1.0698.wav,subject40,-80,-5,169,113,38,28
40pa0105_0.0024214_20pa010c_-0.0024214.wav,subject158,-40,-10,-28,214,3,46
01ic020g_1.6664_40oa010o_-1.6664.wav,subject147,40,-5,-17,90,5,24
207a0101_0.78161_011o0318_-0.78161.wav,subject03,55,40,73,169,21,38
01tc021b_1.1321_40po030n_-1.1321.wav,subject03,-30,15,-23,-28,4,3
01zc020l_0.26725_20dc010d_-0.26725.wav,subject17,-65,-25,231,68,49,20
01ga010p_0.22502_40ea0104_-0.22502.wav,subject12,30,5,90,0,24,8
020c020g_1.0132_01fo0301_-1.0132.wav,subject126,-35,-55,62,113,19,28
20pc010i_1.7056_028a0108_-1.7056.wav,subject155,-10,10,-17,-6,5,7
405a0114_1.2944_01eo030s_-1.2944.wav,subject155,45,20,208,163,45,37
20ha010p_2.265_20jc010m_-2.265.wav,subject12,15,30,39,-11,15,6
207a0113_1.824_205a010d_-1.824.wav,subject126,-45,-25,45,34,16,14
02cc0215_1.6519_408c021d_-1.6519.wav,subject158,25,-20,96,17,25,11
20co010p_2.0624_40ac021c_-2.0624.wav,subject40,-40,-10,-39,68,1,20
206a010a_2.0513_01rc0216_-2.0513.wav,subject158,0,55,23,73,12,21
01cc020r_0.67582_013c020e_-0.67582.wav,subject155,-10,65,-45,-17,0,5
40pa0112_0.15647_205a0104_-0.15647.wav,subject165,-55,-45,68,73,20,21
01zc020i_0.76303_01ja0109_-0.76303.wav,subject17,-5,15,135,6,32,9
40mc0205_1.5835_01va010z_-1.5835.wav,subject165,-10,25,45,118,16,29
01qa010z_1.5825_20ua010k_-1.5825.wav,subject40,-20,-15,163,129,37,31
015c020r_0.24789_20fa010g_-0.24789.wav,subject155,65,20,-11,23,6,12
20ao010m_1.6158_018o0315_-1.6158.wav,subject147,-25,35,219,152,47,35
204a010r_0.89182_20ja0112_-0.89182.wav,subject03,10,25,-34,124,2,30
01to031g_1.5673_20fc010l_-1.5673.wav,subject12,0,-35,6,135,9,32
20aa010y_0.5389_019o030f_-0.5389.wav,subject17,45,-25,219,169,47,38
20qc0105_1.7969_01ra010u_-1.7969.wav,subject40,-25,65,158,-39,36,1
024o0302_1.1067_204a010x_-1.1067.wav,subject165,-35,80,101,51,26,17
205c010m_2.1902_015c0203_-2.1902.wav,subject165,-45,0,68,180,20,40
20do0105_2.4503_01pc0213_-2.4503.wav,subject40,35,-40,197,-28,43,3
01oc0215_1.8967_016o0311_-1.8967.wav,subject40,45,10,-34,135,2,32
01ko030i_1.3546_01wa0104_-1.3546.wav,subject147,-30,-40,28,-34,13,2
405a010r_0.4776_40na0105_-0.4776.wav,subject12,-25,80,68,163,20,37
20kc010l_2.467_20ma0109_-2.467.wav,subject158,-35,0,197,28,43,13
024c021b_2.1631_20jc010d_-2.1631.wav,subject126,80,55,73,39,21,15
20qa010n_1.3218_01jc020v_-1.3218.wav,subject126,20,-55,129,191,31,42
025o030w_1.0441_40bc0213_-1.0441.wav,subject12,15,-55,101,34,26,14
025a010s_2.4942_012c0208_-2.4942.wav,subject147,-30,-80,51,84,17,23
01jo0312_0.22211_01ma0109_-0.22211.wav,subject40,65,30,23,203,12,44
208o010a_0.63873_20ca0110_-0.63873.wav,subject40,55,40,197,118,43,29
021c0219_1.6595_029a010p_-1.6595.wav,subject03,-65,10,197,-45,43,0
01ca010t_2.1843_025a010s_-2.1843.wav,subject03,80,-55,45,225,16,48
01bo030s_0.051555_40no0304_-0.051555.wav,subject17,45,-5,28,107,13,27
018a0103_0.6982_01to030j_-0.6982.wav,subject126,35,-65,124,203,30,44
016a010x_1.4453_01so0313_-1.4453.wav,subject40,-10,-40,45,129,16,31
40fo030k_0.66674_01pc0203_-0.66674.wav,subject165,30,45,225,208,48,45
20ea010b_1.7732_20co010m_-1.7732.wav,subject12,-5,-10,169,17,38,11
40io030c_0.42007_013c0208_-0.42007.wav,subject155,20,-5,214,-39,46,1
01mo0319_2.2672_403c020v_-2.2672.wav,subject12,-35,-25,169,62,38,19
40lc020n_0.61825_01tc0209_-0.61825.wav,subject40,10,45,51,214,17,46
018o030n_2.1533_20ja0107_-2.1533.wav,subject147,55,0,84,231,23,49
01dc021f_0.020056_026c020j_-0.020056.wav,subject12,45,5,68,45,20,16
205a010n_1.9447_017o030x_-1.9447.wav,subject17,65,-5,197,39,43,15
20ro0104_2.2636_40ba010k_-2.2636.wav,subject165,65,-35,6,62,9,19
404o0308_0.40165_01na0114_-0.40165.wav,subject40,65,0,17,90,11,24
207a0102_1.5266_40ba010j_-1.5266.wav,subject158,65,20,0,79,8,22
01zc020e_1.0275_01ec020w_-1.0275.wav,subject17,10,-25,73,208,21,45
01ra0113_2.1269_01ko030v_-2.1269.wav,subject165,-80,20,214,-39,46,1
20oc010d_0.4987_407o030r_-0.4987.wav,subject03,-25,80,146,158,34,36
01qc020e_0.06884_403a0101_-0.06884.wav,subject165,20,-35,-23,118,4,29
022c020r_2.3462_205a010l_-2.3462.wav,subject155,-30,-55,-17,186,5,41
028o031a_1.1905_013a010w_-1.1905.wav,subject03,-20,25,141,180,33,40
20ba0111_0.28609_20to010p_-0.28609.wav,subject165,65,5,101,23,26,12
01aa010s_0.40678_40ia010v_-0.40678.wav,subject40,15,-30,180,-34,40,2
01uo0310_0.40252_40do030v_-0.40252.wav,subject158,-80,-15,169,39,38,15
01xo030b_0.14757_20va010n_-0.14757.wav,subject165,80,-35,152,124,35,30
014c0208_2.1887_40ea0104_-2.1887.wav,subject12,65,-35,96,-6,25,7
018a010g_1.7582_20go0109_-1.7582.wav,subject155,10,30,169,231,38,49
40ao030v_1.9872_40hc0212_-1.9872.wav,subject03,40,-65,6,68,9,20
01mo030l_1.5296_013c020c_-1.5296.wav,subject158,-5,-15,34,73,14,21
20to010e_1.9003_019a0102_-1.9003.wav,subject40,25,10,225,135,48,32
02bo0314_0.20744_207c010j_-0.20744.wav,subject155,-45,-20,191,90,42,24
027a010p_0.85051_40cc020f_-0.85051.wav,subject155,0,40,56,101,18,26
01io0310_1.0855_01mc0202_-1.0855.wav,subject40,10,-80,-28,6,3,9
404o0310_2.404_01yc020v_-2.404.wav,subject147,40,-30,129,124,31,30
20go010s_2.3729_01va0108_-2.3729.wav,subject155,45,55,68,17,20,11
40hc0205_0.14175_20ja0107_-0.14175.wav,subject03,-80,-30,152,-28,35,3
029a010p_2.008_20sc010n_-2.008.wav,subject40,0,-15,214,28,46,13
40ga010k_0.036001_023c021f_-0.036001.wav,subject155,5,-15,51,191,17,42
01pc020l_2.4131_205o010f_-2.4131.wav,subject17,20,35,45,-6,16,7
01eo030o_2.2605_20ko0107_-2.2605.wav,subject40,-25,25,28,146,13,34
40hc020f_2.424_01sa010i_-2.424.wav,subject12,30,-65,79,186,22,41
01wa0110_1.2035_012c020n_-1.2035.wav,subject03,15,40,208,141,45,33
025c020g_0.67969_01ka010k_-0.67969.wav,subject40,35,55,197,-39,43,1
01mc020u_1.7523_40mo0313_-1.7523.wav,subject40,80,0,6,-39,9,1
20ec010a_0.72916_20ha010g_-0.72916.wav,subject155,0,5,84,107,23,27
028o0310_1.3042_01wa010a_-1.3042.wav,subject17,40,-40,23,-45,12,0
40mo030v_0.47837_02bo0313_-0.47837.wav,subject147,-20,-80,129,0,31,8
01na010w_1.1652_01pa010u_-1.1652.wav,subject03,-20,80,214,129,46,31
40jo0309_0.68323_208a010c_-0.68323.wav,subject147,20,80,118,124,29,30
01dc020l_2.4835_40jo030d_-2.4835.wav,subject12,40,45,163,51,37,17
01na0114_1.8942_01pa0106_-1.8942.wav,subject165,-65,-55,73,84,21,23
40lo031e_0.35908_01ko030d_-0.35908.wav,subject40,5,-45,-23,174,4,39
20ga010a_0.72892_012c0207_-0.72892.wav,subject155,35,20,163,23,37,12
40ga010i_2.4336_01jo0311_-2.4336.wav,subject12,-80,40,-11,73,6,21
01jc0201_1.7053_20ha010u_-1.7053.wav,subject155,-10,-15,208,-17,45,5
20to0108_0.35377_20ua010o_-0.35377.wav,subject12,-80,0,169,96,38,25
02eo030b_2.1457_40jo0309_-2.1457.wav,subject12,-65,-15,231,191,49,42
404c0216_1.6679_20ba010v_-1.6679.wav,subject147,-45,15,118,146,29,34
023o030x_0.29811_011c020e_-0.29811.wav,subject165,40,-40,141,-6,33,7
01ac0210_1.9625_20la010l_-1.9625.wav,subject155,80,25,163,-11,37,6
01aa0110_1.2511_403c020q_-1.2511.wav,subject155,35,-35,-23,-34,4,2
40oc020l_0.80448_01ya010r_-0.80448.wav,subject147,25,-45,225,62,48,19
20ta010q_2.3283_208a010y_-2.3283.wav,subject165,-10,-15,152,180,35,40
20tc010o_0.010776_02co0315_-0.010776.wav,subject126,20,-40,113,203,28,44
021o030r_0.17962_404a010q_-0.17962.wav,subject40,-10,-30,34,158,14,36
02ao030e_1.6058_209a010a_-1.6058.wav,subject40,-20,35,68,135,20,32
40pc0203_2.0492_20ba010v_-2.0492.wav,subject147,15,-5,-34,101,2,26
20ha0102_0.7315_209c010l_-0.7315.wav,subject158,-10,-5,208,124,45,30
20nc0105_0.87825_40ko0302_-0.87825.wav,subject12,20,-25,174,96,39,25
01yc0203_0.10951_02cc0201_-0.10951.wav,subject126,-35,25,34,186,14,41
20co010n_1.5758_023o030r_-1.5758.wav,subject40,-25,45,-28,84,3,23
408c0204_1.4023_401o030p_-1.4023.wav,subject17,0,65,174,203,39,44
20ja010v_1.518_20ao0105_-1.518.wav,subject158,15,10,191,62,42,19
40no0314_0.61223_01ro0317_-0.61223.wav,subject147,65,80,0,73,8,21
017o030t_0.28778_20ca0110_-0.28778.wav,subject12,-65,-80,23,101,12,26
01fa0109_2.3655_20ca010y_-2.3655.wav,subject126,40,-5,-17,225,5,48
02co030k_0.24516_01ma010t_-0.24516.wav,subject12,0,-35,-6,-34,7,2
40jc020x_0.046154_01wa010h_-0.046154.wav,subject155,-40,-65,-45,101,0,26
025c020l_1.7925_40do0312_-1.7925.wav,subject165,-30,-45,34,113,14,28
40lc020n_0.56084_20ja0101_-0.56084.wav,subject126,0,-5,28,62,13,19
01do031a_1.9919_01qc0208_-1.9919.wav,subject158,-20,-40,90,79,24,22
40do030k_2.3431_01ia0103_-2.3431.wav,subject158,55,-30,28,158,13,36
01wo030d_0.4279_01bo031d_-0.4279.wav,subject126,-25,35,174,118,39,29
40io031b_2.2637_01oo031f_-2.2637.wav,subject155,30,-10,186,174,41,39
20mc010a_0.56857_01na010q_-0.56857.wav,subject147,30,-45,28,107,13,27
018c0205_1.4295_20ja0102_-1.4295.wav,subject158,30,5,101,84,26,23
01fo0314_0.3204_025c0216_-0.3204.wav,subject158,-45,20,-17,-28,5,3
01co030j_0.64999_023a010g_-0.64999.wav,subject03,0,25,180,101,40,26
20gc010l_0.84961_01mc0211_-0.84961.wav,subject165,15,-30,152,208,35,45
029c0208_0.30706_01bo030b_-0.30706.wav,subject03,-40,5,129,180,31,40
40ho030z_2.3075_012c020n_-2.3075.wav,subject17,5,-35,191,11,42,10
01ba0114_1.7745_01tc020a_-1.7745.wav,subject158,-10,-45,174,90,39,24
40no0315_1.4573_02ac020s_-1.4573.wav,subject12,65,-30,197,96,43,25
02co030x_0.90249_01bc020m_-0.90249.wav,subject165,-65,-40,163,56,37,18
40ha0108_0.98499_01wa0104_-0.98499.wav,subject126,-25,-20,-11,163,6,37
40pc020f_0.974_017o030h_-0.974.wav,subject17,45,80,90,-23,24,4
20ja010u_2.3041_01bo031d_-2.3041.wav,subject147,30,65,17,28,11,13
207a0110_2.4888_028c020d_-2.4888.wav,subject126,-10,-30,23,79,12,22
01ca0109_2.4756_012o0309_-2.4756.wav,subject158,35,15,180,135,40,32
20ua0106_0.066896_20no010c_-0.066896.wav,subject40,80,35,180,197,40,43
207a0113_0.45688_206o0109_-0.45688.wav,subject03,-45,-80,79,225,22,48
01go0313_1.6503_405o030t_-1.6503.wav,subject147,25,-5,180,39,40,15
01ra010a_0.41708_01to031f_-0.41708.wav,subject126,-55,0,163,96,37,25
02cc0209_1.7089_20go010p_-1.7089.wav,subject158,-10,20,73,0,21,8
40fa0105_1.3864_01tc0212_-1.3864.wav,subject158,-20,-40,34,118,14,29
02ec020l_0.030787_01pc020l_-0.030787.wav,subject158,35,-35,113,135,28,32
01ia010x_1.3895_20ro0104_-1.3895.wav,subject40,15,40,124,-28,30,3
206a0102_1.5338_025c020s_-1.5338.wav,subject147,0,45,174,34,39,14
012c020r_0.90619_20lc010h_-0.90619.wav,subject12,35,-80,39,141,15,33
01xa0107_1.0767_40ec0203_-1.0767.wav,subject158,15,-65,101,0,26,8
01pc020h_2.0728_01qa0110_-2.0728.wav,subject126,-55,30,174,124,39,30
01mc0202_0.74411_407o0305_-0.74411.wav,subject158,-45,15,6,45,9,16
20ua010i_2.159_20ka010g_-2.159.wav,subject03,-45,45,-11,96,6,25
20ec0101_1.1466_016c020a_-1.1466.wav,subject147,25,80,180,191,40,42
027o030r_1.8464_022a0114_-1.8464.wav,subject155,25,-10,169,146,38,34
40ao0308_1.8146_01qa0110_-1.8146.wav,subject03,-25,-10,96,-17,25,5
028c0202_0.064584_20qc010e_-0.064584.wav,subject17,-40,40,135,90,32,24
01dc0203_1.8366_40bc020i_-1.8366.wav,subject126,5,-20,11,107,10,27
206o010a_2.1259_40mc0204_-2.1259.wav,subject12,20,45,107,141,27,33
02bc020i_0.25927_20fc0105_-0.25927.wav,subject40,-80,5,79,-17,22,5
406a010g_1.5129_01qc020q_-1.5129.wav,subject158,-5,-25,96,208,25,45
20fo010f_0.1423_40kc0211_-0.1423.wav,subject158,-40,-80,68,45,20,16
02cc020h_1.0623_40da010s_-1.0623.wav,subject155,40,35,208,17,45,11
01xo030d_2.1063_011c0207_-2.1063.wav,subject126,80,-20,68,-11,20,6
20ga010r_0.45417_40mo0313_-0.45417.wav,subject158,80,0,17,79,11,22
02ba0104_1.5927_207c010j_-1.5927.wav,subject17,-5,-55,6,208,9,45
20vc010i_0.9166_01ec020c_-0.9166.wav,subject126,-25,65,34,169,14,38
01jc0201_1.6272_013o030q_-1.6272.wav,subject17,-45,65,169,163,38,37
02cc020i_2.4455_01ko031a_-2.4455.wav,subject03,-20,10,180,28,40,13
01wo030s_2.2484_025c021g_-2.2484.wav,subject165,20,45,-17,6,5,9
20ha010j_2.4623_40nc020d_-2.4623.wav,subject147,10,-25,186,62,41,19
20cc0103_0.40677_40ec020y_-0.40677.wav,subject147,65,-80,169,11,38,10
40ia010y_0.8215_208o010g_-0.8215.wav,subject165,0,30,79,-28,22,3
01ac021g_2.0955_025o030b_-2.0955.wav,subject147,15,-20,17,101,11,26
01ia0103_1.7916_20ha0113_-1.7916.wav,subject17,5,-40,197,79,43,22
01oc0218_1.6205_018c020j_-1.6205.wav,subject158,10,45,214,146,46,34
028a010l_1.2707_025o030w_-1.2707.wav,subject147,-20,55,197,-23,43,4
01wo030c_0.85745_025a0108_-0.85745.wav,subject126,-20,35,0,51,8,17
01yc021f_0.424_40ao030l_-0.424.wav,subject126,-80,55,17,90,11,24
208c010m_2.0636_02bc0218_-2.0636.wav,subject40,25,-10,79,197,22,43
207a010q_1.5372_40ja0109_-1.5372.wav,subject03,25,55,203,197,44,43
20ha0102_1.17_011o030k_-1.17.wav,subject165,-80,-55,-6,0,7,8
01ka010g_1.7417_40ca0109_-1.7417.wav,subject03,-80,-25,101,-28,26,3
01do031a_1.311_20co010q_-1.311.wav,subject155,-5,-80,-34,163,2,37
407o030d_0.2634_02ba010q_-0.2634.wav,subject165,0,-80,28,219,13,47
20kc010m_0.97491_40mo030x_-0.97491.wav,subject17,-55,35,28,56,13,18
029a010y_1.9449_01ac021a_-1.9449.wav,subject165,-80,45,-39,180,1,40
01la0112_1.6329_02ec0213_-1.6329.wav,subject126,0,35,107,124,27,30
40aa010l_2.1807_408o030l_-2.1807.wav,subject165,-15,65,107,6,27,9
20nc010d_0.25228_40ac0203_-0.25228.wav,subject126,-30,65,146,129,34,31
40po030c_2.4146_20bo010n_-2.4146.wav,subject155,-25,-35,-39,68,1,20
40aa0112_0.89767_024c020t_-0.89767.wav,subject12,45,35,56,34,18,14
40do031a_2.3415_40hc020o_-2.3415.wav,subject158,35,30,39,96,15,25
208c010m_0.92612_40oa010a_-0.92612.wav,subject158,25,-15,-45,180,0,40
01ta010i_1.2042_019c020u_-1.2042.wav,subject158,-80,40,23,208,12,45
01uc020e_1.4228_018a010y_-1.4228.wav,subject155,-10,55,-17,191,5,42
40io030h_0.52648_208a010h_-0.52648.wav,subject12,-80,20,84,-45,23,0
40ac020x_0.1226_204a010q_-0.1226.wav,subject165,25,-20,214,186,46,41
02ca010r_2.195_028c020c_-2.195.wav,subject165,-5,40,23,152,12,35
01ua010r_0.52091_02ao030v_-0.52091.wav,subject155,0,-45,186,-45,41,0
408c020v_1.8689_012c0207_-1.8689.wav,subject165,-55,-10,129,-6,31,7
01pc0209_0.087305_20ta010e_-0.087305.wav,subject03,55,-55,84,90,23,24
40gc0206_1.637_20do010d_-1.637.wav,subject147,-30,-15,174,6,39,9
40fc020n_2.499_40bc021c_-2.499.wav,subject126,-15,-30,203,39,44,15
20ic010n_0.1733_024c0202_-0.1733.wav,subject147,-20,20,45,225,16,48
01ic020g_0.41853_20po010q_-0.41853.wav,subject03,-10,-15,219,191,47,42
20sa0104_2.2445_20ea010c_-2.2445.wav,subject12,-40,80,203,-39,44,1
40gc020i_1.4676_025a0114_-1.4676.wav,subject40,-5,-40,90,219,24,47
01xc020n_2.2749_01lc0203_-2.2749.wav,subject165,-15,-20,90,-17,24,5
20vo010e_0.81742_20lo010d_-0.81742.wav,subject155,-40,55,197,-17,43,5
208a010g_0.45544_20ba010w_-0.45544.wav,subject40,55,15,84,186,23,41
02bc020f_2.1335_40po0301_-2.1335.wav,subject40,25,65,68,62,20,19
019a010q_2.0373_40ho0309_-2.0373.wav,subject158,-35,80,197,203,43,44
20nc010k_1.2612_028o030b_-1.2612.wav,subject17,-25,0,101,141,26,33
40la010q_0.87441_015c020l_-0.87441.wav,subject155,30,0,96,146,25,34
01dc0207_1.9566_01ko030u_-1.9566.wav,subject126,-25,55,62,158,19,36
01ac020z_1.5942_02aa010m_-1.5942.wav,subject147,-15,5,0,-28,8,3
01wc020x_0.094549_20ja0102_-0.094549.wav,subject147,25,20,28,-45,13,0
40ja010t_2.4642_20pa010a_-2.4642.wav,subject17,10,35,51,62,17,19
20ia0105_1.0645_20go0103_-1.0645.wav,subject03,45,10,90,180,24,40
20oa0108_0.0013364_40lc020u_-0.0013364.wav,subject155,15,-5,158,96,36,25
026o030x_1.0856_01to0313_-1.0856.wav,subject147,-20,-35,107,113,27,28
01xa0110_2.3112_018o030q_-2.3112.wav,subject165,-40,15,17,73,11,21
01sc0201_0.49072_20ma0110_-0.49072.wav,subject17,-15,5,39,23,15,12
20hc010l_1.8452_20ja010i_-1.8452.wav,subject155,-5,45,152,28,35,13
401o030p_1.8619_01yc020h_-1.8619.wav,subject147,-35,-45,-6,6,7,9
40ic021e_1.6284_012c020t_-1.6284.wav,subject17,25,80,186,-6,41,7
01mo030l_0.78662_015o0301_-0.78662.wav,subject158,10,65,163,169,37,38
02ec0207_0.51473_012c021a_-0.51473.wav,subject158,-20,80,186,-17,41,5
02ca010z_0.36313_01ko030u_-0.36313.wav,subject17,5,10,174,158,39,36
020c020f_0.85755_013o031a_-0.85755.wav,subject147,80,-5,56,163,18,37
40kc020f_0.73306_01pc020l_-0.73306.wav,subject158,30,0,225,96,48,25
014o030q_0.018665_40fc020f_-0.018665.wav,subject155,-25,65,6,-23,9,4
40ha010w_1.3288_20la0106_-1.3288.wav,subject155,-25,80,101,17,26,11
20ja0101_0.49513_01pc0203_-0.49513.wav,subject03,-45,25,169,231,38,49
02ac0211_1.8411_01fo0304_-1.8411.wav,subject165,65,10,-6,45,7,16
20gc010k_1.3777_40kc020f_-1.3777.wav,subject126,55,20,-23,124,4,30
20ec010d_0.81636_40fo030k_-0.81636.wav,subject17,20,0,129,51,31,17
208a010h_1.6802_025c020n_-1.6802.wav,subject158,45,-30,79,-23,22,4
407c0214_0.70089_20oa0110_-0.70089.wav,subject17,-30,5,-11,-39,6,1
40ca0101_2.2064_404o0301_-2.2064.wav,subject12,-30,-35,23,169,12,38
01jc020y_2.355_205c0106_-2.355.wav,subject155,45,15,84,90,23,24
02eo0312_0.4914_014c020t_-0.4914.wav,subject03,-10,65,17,6,11,9
014c0207_1.5528_204a010k_-1.5528.wav,subject165,-35,20,45,73,16,21
02ea010b_0.9282_01pc020r_-0.9282.wav,subject126,-30,-10,-6,163,7,37
023a010s_1.7076_408o0306_-1.7076.wav,subject12,30,35,0,124,8,30
40oo030i_0.38355_20ia010g_-0.38355.wav,subject40,-30,10,84,28,23,13
01xo0301_2.1827_01sc020p_-2.1827.wav,subject165,-55,-10,11,107,10,27
024c020o_0.82761_01la0102_-0.82761.wav,subject17,-80,30,-39,62,1,19
025a0108_0.84841_40fa0113_-0.84841.wav,subject40,30,35,-11,174,6,39
206a010j_1.9434_40ba010g_-1.9434.wav,subject165,20,55,84,135,23,32
20ka010k_0.47629_026a0105_-0.47629.wav,subject12,-10,40,141,214,33,46
207c010m_0.62359_01gc020n_-0.62359.wav,subject126,40,-80,-45,34,0,14
20ea010d_0.06559_016o0301_-0.06559.wav,subject126,55,-40,208,-23,45,4
014o0304_0.97013_20oc0106_-0.97013.wav,subject17,40,35,152,118,35,29
01eo030k_1.5427_01dc021f_-1.5427.wav,subject147,-40,40,96,45,25,16
018o031c_1.5623_023a0113_-1.5623.wav,subject17,35,30,231,79,49,22
024c021a_1.4308_20pc0104_-1.4308.wav,subject126,0,-15,180,107,40,27
40ja0109_1.2781_40fo030o_-1.2781.wav,subject40,40,-55,101,23,26,12
017o030w_0.011299_409c0219_-0.011299.wav,subject147,45,-30,163,73,37,21
20pa010l_2.2181_017c0214_-2.2181.wav,subject147,65,-80,141,158,33,36
022o030r_1.2362_016a0102_-1.2362.wav,subject12,30,-35,174,152,39,35
403c0212_1.5566_40no030k_-1.5566.wav,subject155,-35,20,-17,-6,5,7
01to030m_0.68515_01io0318_-0.68515.wav,subject03,45,-65,56,-39,18,1
021o030e_1.9548_20qc0105_-1.9548.wav,subject40,-10,40,118,73,29,21
20cc0108_1.156_204c0107_-1.156.wav,subject158,-45,10,231,96,49,25
01qa010a_0.83941_023o0306_-0.83941.wav,subject03,35,-20,169,11,38,10
016a010x_2.0171_01sa010k_-2.0171.wav,subject40,-40,-25,163,84,37,23
029a0103_0.22861_40cc0205_-0.22861.wav,subject03,-15,20,135,129,32,31
20ha0109_0.50829_016c0204_-0.50829.wav,subject126,-45,-35,214,-6,46,7
20ua0103_0.79646_40ga010r_-0.79646.wav,subject147,45,55,135,129,32,31
20qo010h_0.75649_404o0301_-0.75649.wav,subject03,-20,-30,203,174,44,39
20tc010o_1.8095_013c020e_-1.8095.wav,subject165,5,-35,141,-45,33,0
01da010c_0.44588_20fa010b_-0.44588.wav,subject40,-5,30,-45,-39,0,1
406o030v_2.3079_01ec020o_-2.3079.wav,subject40,35,-25,113,84,28,23
01ic020d_2.38_01to0313_-2.38.wav,subject12,80,10,225,146,48,34
028a0103_0.70485_20ec010a_-0.70485.wav,subject03,-35,20,96,208,25,45
01ia010q_0.72199_40cc0203_-0.72199.wav,subject03,15,5,62,135,19,32
015a0101_0.42701_020a010g_-0.42701.wav,subject158,45,30,11,169,10,38
409o031c_0.51494_401o030y_-0.51494.wav,subject158,10,-65,163,113,37,28
02do0311_0.43608_01ba010e_-0.43608.wav,subject12,0,-10,203,96,44,25
02cc0208_0.1045_02ea010n_-0.1045.wav,subject165,45,35,107,191,27,42
01oa010h_1.3675_023a0107_-1.3675.wav,subject155,0,10,-11,141,6,33
024a010f_0.89236_016o031b_-0.89236.wav,subject12,-65,-20,34,-39,14,1
406a0103_1.6598_404a010d_-1.6598.wav,subject126,0,-45,6,101,9,26
01nc020j_1.6209_40hc0214_-1.6209.wav,subject17,-35,30,152,180,35,40
029c021d_0.10623_40ca010x_-0.10623.wav,subject126,30,-20,135,11,32,10
40jc020a_1.9107_40da010h_-1.9107.wav,subject126,10,-10,214,124,46,30
20ua0113_1.9251_01lo030o_-1.9251.wav,subject147,-45,-10,214,124,46,30
407c0205_0.14136_20oc010h_-0.14136.wav,subject158,-30,35,158,101,36,26
40ec021e_1.9257_40bc0211_-1.9257.wav,subject165,15,80,214,51,46,17
025a010h_1.1923_20io010g_-1.1923.wav,subject17,-5,-15,124,45,30,16
021c020w_2.2472_20ia0102_-2.2472.wav,subject158,-15,80,79,158,22,36
01uo030l_1.6555_40hc020g_-1.6555.wav,subject147,65,5,17,225,11,48
209a0102_1.7384_20fo010f_-1.7384.wav,subject03,20,-30,-34,-23,2,4
01wc0203_0.98163_20ao010k_-0.98163.wav,subject17,10,-10,17,79,11,22
028o0310_1.7032_408o0305_-1.7032.wav,subject158,35,45,191,84,42,23
02ea010w_1.6329_208a0111_-1.6329.wav,subject03,-10,0,90,129,24,31
01vo0302_1.7854_205c010f_-1.7854.wav,subject40,-20,15,84,28,23,13
20ja0107_2.2895_404o030j_-2.2895.wav,subject03,25,45,23,34,12,14
20ma0109_0.12403_208a0108_-0.12403.wav,subject17,10,35,-6,146,7,34
206a010y_2.1751_025a010m_-2.1751.wav,subject12,25,55,180,-17,40,5
01cc020f_0.87048_01gc020o_-0.87048.wav,subject12,65,25,79,-34,22,2
026a010w_0.70174_40ia010l_-0.70174.wav,subject165,-55,-45,0,-28,8,3
403o030i_1.79_40oo0311_-1.79.wav,subject03,40,-55,79,135,22,32
01ya0112_1.2398_40lo030h_-1.2398.wav,subject126,5,25,118,96,29,25
40do0318_0.31799_205a0110_-0.31799.wav,subject03,5,-45,191,45,42,16
209c010n_1.8776_20da0105_-1.8776.wav,subject158,-10,-5,39,191,15,42
01to030v_1.5362_40ho030e_-1.5362.wav,subject126,10,-40,51,180,17,40
01vc020k_1.8616_01lo030u_-1.8616.wav,subject155,20,40,152,-6,35,7
207a0102_0.28578_20bo010i_-0.28578.wav,subject165,65,0,-39,107,1,27
408a0109_0.48954_20hc010l_-0.48954.wav,subject155,5,-55,191,0,42,8
206a0102_0.9444_40kc020p_-0.9444.wav,subject147,-10,65,180,84,40,23
02aa010o_0.57394_01na010c_-0.57394.wav,subject147,55,40,28,101,13,26
20sc010a_2.1091_02dc020x_-2.1091.wav,subject158,-80,65,-34,101,2,26
20ba010c_2.3486_40ea010z_-2.3486.wav,subject165,45,80,124,197,30,43
02bc020i_1.5655_021a010y_-1.5655.wav,subject40,10,-25,73,-17,21,5
20dc0102_0.98211_01yc0210_-0.98211.wav,subject03,-80,65,0,62,8,19
01to030s_0.47179_028a0103_-0.47179.wav,subject17,-30,-65,79,62,22,19
40io0312_0.79645_01ac021g_-0.79645.wav,subject165,-35,25,23,141,12,33
20mo010a_0.29031_01ya0112_-0.29031.wav,subject126,-25,20,-17,118,5,29
404c020l_2.3993_01xc020x_-2.3993.wav,subject155,80,-15,169,6,38,9
01tc0218_0.083899_01po030w_-0.083899.wav,subject147,-5,-40,180,34,40,14
029a010x_0.45465_20jc0105_-0.45465.wav,subject147,-15,-25,113,146,28,34
02ea010e_2.357_206a010p_-2.357.wav,subject158,15,-30,101,-34,26,2
02cc0219_1.661_02ba0104_-1.661.wav,subject147,-10,-35,113,11,28,10
40io0311_0.36372_40fc020w_-0.36372.wav,subject03,40,5,197,17,43,11
01ca0105_0.33019_029a010p_-0.33019.wav,subject147,-40,25,34,219,14,47
025o0317_1.3572_011o030k_-1.3572.wav,subject158,-20,15,118,84,29,23
40ho030r_0.22094_401a010h_-0.22094.wav,subject155,30,80,28,163,13,37
