output_filename,s1_path,s2_path,s3_path
02bc020e_2.2652_20pa010g_-2.2652_403c020x_0.wav,wsj0/si_tr_s/02b/02bc020e.wav,wsj0/si_tr_s/20p/20pa010g.wav,wsj0/si_tr_s/403/403c020x.wav
029a010y_0.64435_01tc020f_-0.64435_02cc0219_0.wav,wsj0/si_tr_s/029/029a010y.wav,wsj0/si_tr_s/01t/01tc020f.wav,wsj0/si_tr_s/02c/02cc0219.wav
40ma010x_0.85979_013c020k_-0.85979_021o031e_0.wav,wsj0/si_tr_s/40m/40ma010x.wav,wsj0/si_tr_s/013/013c020k.wav,wsj0/si_tr_s/021/021o031e.wav
208a0108_1.277_40do0308_-1.277_20lc010p_0.wav,wsj0/si_tr_s/208/208a0108.wav,wsj0/si_tr_s/40d/40do0308.wav,wsj0/si_tr_s/20l/20lc010p.wav
408o0317_1.866_406o030k_-1.866_01mc020z_0.wav,wsj0/si_tr_s/408/408o0317.wav,wsj0/si_tr_s/406/406o030k.wav,wsj0/si_tr_s/01m/01mc020z.wav
02bo030y_1.2138_20ac010l_-1.2138_20gc0102_0.wav,wsj0/si_tr_s/02b/02bo030y.wav,wsj0/si_tr_s/20a/20ac010l.wav,wsj0/si_tr_s/20g/20gc0102.wav
406o0318_1.2304_01nc0213_-1.2304_20pa010a_0.wav,wsj0/si_tr_s/406/406o0318.wav,wsj0/si_tr_s/01n/01nc0213.wav,wsj0/si_tr_s/20p/20pa010a.wav
019a010l_2.0304_208a010h_-2.0304_01do030u_0.wav,wsj0/si_tr_s/019/019a010l.wav,wsj0/si_tr_s/208/208a010h.wav,wsj0/si_tr_s/01d/01do030u.wav
02ea010w_1.2326_01qa010t_-1.2326_20nc010i_0.wav,wsj0/si_tr_s/02e/02ea010w.wav,wsj0/si_tr_s/01q/01qa010t.wav,wsj0/si_tr_s/20n/20nc010i.wav
016c020b_1.0499_40dc020n_-1.0499_011c020k_0.wav,wsj0/si_tr_s/016/016c020b.wav,wsj0/si_tr_s/40d/40dc020n.wav,wsj0/si_tr_s/011/011c020k.wav
01yc0217_2.1801_02bc020f_-2.1801_02ec020j_0.wav,wsj0/si_tr_s/01y/01yc0217.wav,wsj0/si_tr_s/02b/02bc020f.wav,wsj0/si_tr_s/02e/02ec020j.wav
40oc020f_1.6146_01rc0201_-1.6146_01to031f_0.wav,wsj0/si_tr_s/40o/40oc020f.wav,wsj0/si_tr_s/01r/01rc0201.wav,wsj0/si_tr_s/01t/01to031f.wav
20ua0113_0.039859_01mc021e_-0.039859_20ja0107_0.wav,wsj0/si_tr_s/20u/20ua0113.wav,wsj0/si_tr_s/01m/01mc021e.wav,wsj0/si_tr_s/20j/20ja0107.wav
207a010w_0.69853_20sa010u_-0.69853_40fo030j_0.wav,wsj0/si_tr_s/207/207a010w.wav,wsj0/si_tr_s/20s/20sa010u.wav,wsj0/si_tr_s/40f/40fo030j.wav
205a010n_1.0874_20ea010t_-1.0874_20ja010p_0.wav,wsj0/si_tr_s/205/205a010n.wav,wsj0/si_tr_s/20e/20ea010t.wav,wsj0/si_tr_s/20j/20ja010p.wav
40ho0309_0.49519_01ro030z_-0.49519_20bc010l_0.wav,wsj0/si_tr_s/40h/40ho0309.wav,wsj0/si_tr_s/01r/01ro030z.wav,wsj0/si_tr_s/20b/20bc010l.wav
01xo030x_2.3663_20pc010g_-2.3663_40dc0214_0.wav,wsj0/si_tr_s/01x/01xo030x.wav,wsj0/si_tr_s/20p/20pc010g.wav,wsj0/si_tr_s/40d/40dc0214.wav
403o0301_0.33228_01cc0208_-0.33228_405o0314_0.wav,wsj0/si_tr_s/403/403o0301.wav,wsj0/si_tr_s/01c/01cc0208.wav,wsj0/si_tr_s/405/405o0314.wav
014a010s_0.075805_409a0102_-0.075805_40ao031e_0.wav,wsj0/si_tr_s/014/014a010s.wav,wsj0/si_tr_s/409/409a0102.wav,wsj0/si_tr_s/40a/40ao031e.wav
01jc020v_0.08889_022o030s_-0.08889_40dc0210_0.wav,wsj0/si_tr_s/01j/01jc020v.wav,wsj0/si_tr_s/022/022o030s.wav,wsj0/si_tr_s/40d/40dc0210.wav
20vc010m_1.7911_02eo0313_-1.7911_01do0316_0.wav,wsj0/si_tr_s/20v/20vc010m.wav,wsj0/si_tr_s/02e/02eo0313.wav,wsj0/si_tr_s/01d/01do0316.wav
207c010d_0.75329_01ma0107_-0.75329_40hc020u_0.wav,wsj0/si_tr_s/207/207c010d.wav,wsj0/si_tr_s/01m/01ma0107.wav,wsj0/si_tr_s/40h/40hc020u.wav
401c0219_1.1029_01vc0218_-1.1029_40ba010v_0.wav,wsj0/si_tr_s/401/401c0219.wav,wsj0/si_tr_s/01v/01vc0218.wav,wsj0/si_tr_s/40b/40ba010v.wav
01wo0306_0.27293_014c021e_-0.27293_01ka010w_0.wav,wsj0/si_tr_s/01w/01wo0306.wav,wsj0/si_tr_s/014/014c021e.wav,wsj0/si_tr_s/01k/01ka010w.wav
40fo0305_0.12153_406c020j_-0.12153_015c021c_0.wav,wsj0/si_tr_s/40f/40fo0305.wav,wsj0/si_tr_s/406/406c020j.wav,wsj0/si_tr_s/015/015c021c.wav
02ac020d_2.4906_022c020m_-2.4906_20pa010c_0.wav,wsj0/si_tr_s/02a/02ac020d.wav,wsj0/si_tr_s/022/022c020m.wav,wsj0/si_tr_s/20p/20pa010c.wav
40eo030a_0.42507_20ja010j_-0.42507_02ao030e_0.wav,wsj0/si_tr_s/40e/40eo030a.wav,wsj0/si_tr_s/20j/20ja010j.wav,wsj0/si_tr_s/02a/02ao030e.wav
01qa0111_2.3023_013c0208_-2.3023_40ac020w_0.wav,wsj0/si_tr_s/01q/01qa0111.wav,wsj0/si_tr_s/013/013c0208.wav,wsj0/si_tr_s/40a/40ac020w.wav
01ra0112_0.74292_01mc0211_-0.74292_01uc020z_0.wav,wsj0/si_tr_s/01r/01ra0112.wav,wsj0/si_tr_s/01m/01mc0211.wav,wsj0/si_tr_s/01u/01uc020z.wav
20ho0108_1.4224_20to0109_-1.4224_01ra0110_0.wav,wsj0/si_tr_s/20h/20ho0108.wav,wsj0/si_tr_s/20t/20to0109.wav,wsj0/si_tr_s/01r/01ra0110.wav
01uo0312_1.9225_20oc010m_-1.9225_018c020n_0.wav,wsj0/si_tr_s/01u/01uo0312.wav,wsj0/si_tr_s/20o/20oc010m.wav,wsj0/si_tr_s/018/018c020n.wav
401c020m_0.069622_40mc020n_-0.069622_026o030u_0.wav,wsj0/si_tr_s/401/401c020m.wav,wsj0/si_tr_s/40m/40mc020n.wav,wsj0/si_tr_s/026/026o030u.wav
209a010u_2.3012_01xo030m_-2.3012_01lo030o_0.wav,wsj0/si_tr_s/209/209a010u.wav,wsj0/si_tr_s/01x/01xo030m.wav,wsj0/si_tr_s/01l/01lo030o.wav
029c020f_0.8912_016a0109_-0.8912_408o030g_0.wav,wsj0/si_tr_s/029/029c020f.wav,wsj0/si_tr_s/016/016a0109.wav,wsj0/si_tr_s/408/408o030g.wav
20ao0106_2.2308_029c0203_-2.2308_013c020f_0.wav,wsj0/si_tr_s/20a/20ao0106.wav,wsj0/si_tr_s/029/029c0203.wav,wsj0/si_tr_s/013/013c020f.wav
025c0217_0.65866_20oo010g_-0.65866_026a010q_0.wav,wsj0/si_tr_s/025/025c0217.wav,wsj0/si_tr_s/20o/20oo010g.wav,wsj0/si_tr_s/026/026a010q.wav
01xa0107_2.1463_01rc0214_-2.1463_028o0309_0.wav,wsj0/si_tr_s/01x/01xa0107.wav,wsj0/si_tr_s/01r/01rc0214.wav,wsj0/si_tr_s/028/028o0309.wav
409c0210_1.8644_017o030b_-1.8644_020o0307_0.wav,wsj0/si_tr_s/409/409c0210.wav,wsj0/si_tr_s/017/017o030b.wav,wsj0/si_tr_s/020/020o0307.wav
407c0205_1.2799_40do030k_-1.2799_01eo030d_0.wav,wsj0/si_tr_s/407/407c0205.wav,wsj0/si_tr_s/40d/40do030k.wav,wsj0/si_tr_s/01e/01eo030d.wav
012a010f_2.4165_017c020i_-2.4165_20oo010e_0.wav,wsj0/si_tr_s/012/012a010f.wav,wsj0/si_tr_s/017/017c020i.wav,wsj0/si_tr_s/20o/20oo010e.wav
02bc0215_0.78771_20aa0109_-0.78771_40kc020t_0.wav,wsj0/si_tr_s/02b/02bc0215.wav,wsj0/si_tr_s/20a/20aa0109.wav,wsj0/si_tr_s/40k/40kc020t.wav
01so030e_2.1566_40kc020o_-2.1566_01yo030y_0.wav,wsj0/si_tr_s/01s/01so030e.wav,wsj0/si_tr_s/40k/40kc020o.wav,wsj0/si_tr_s/01y/01yo030y.wav
02ao0313_0.59786_02bc020g_-0.59786_40ba010w_0.wav,wsj0/si_tr_s/02a/02ao0313.wav,wsj0/si_tr_s/02b/02bc020g.wav,wsj0/si_tr_s/40b/40ba010w.wav
40no0309_0.35243_20uo010m_-0.35243_017o030p_0.wav,wsj0/si_tr_s/40n/40no0309.wav,wsj0/si_tr_s/20u/20uo010m.wav,wsj0/si_tr_s/017/017o030p.wav
021a010g_0.96263_406o0310_-0.96263_01co030a_0.wav,wsj0/si_tr_s/021/021a010g.wav,wsj0/si_tr_s/406/406o0310.wav,wsj0/si_tr_s/01c/01co030a.wav
20fa010l_1.0673_20nc0102_-1.0673_20aa010f_0.wav,wsj0/si_tr_s/20f/20fa010l.wav,wsj0/si_tr_s/20n/20nc0102.wav,wsj0/si_tr_s/20a/20aa010f.wav
017o030p_1.383_01gc021a_-1.383_40na010v_0.wav,wsj0/si_tr_s/017/017o030p.wav,wsj0/si_tr_s/01g/01gc021a.wav,wsj0/si_tr_s/40n/40na010v.wav
40ga010q_1.4189_027c0215_-1.4189_207c010l_0.wav,wsj0/si_tr_s/40g/40ga010q.wav,wsj0/si_tr_s/027/027c0215.wav,wsj0/si_tr_s/207/207c010l.wav
20ia0112_1.5898_013c020x_-1.5898_02ca0102_0.wav,wsj0/si_tr_s/20i/20ia0112.wav,wsj0/si_tr_s/013/013c020x.wav,wsj0/si_tr_s/02c/02ca0102.wav
02bc020g_1.3847_016a010z_-1.3847_01jo030f_0.wav,wsj0/si_tr_s/02b/02bc020g.wav,wsj0/si_tr_s/016/016a010z.wav,wsj0/si_tr_s/01j/01jo030f.wav
20ja010k_0.29669_40io031b_-0.29669_01va0105_0.wav,wsj0/si_tr_s/20j/20ja010k.wav,wsj0/si_tr_s/40i/40io031b.wav,wsj0/si_tr_s/01v/01va0105.wav
406c020c_0.69486_01uo030n_-0.69486_409c020h_0.wav,wsj0/si_tr_s/406/406c020c.wav,wsj0/si_tr_s/01u/01uo030n.wav,wsj0/si_tr_s/409/409c020h.wav
01oc020k_0.1144_20nc0103_-0.1144_40ao030y_0.wav,wsj0/si_tr_s/01o/01oc020k.wav,wsj0/si_tr_s/20n/20nc0103.wav,wsj0/si_tr_s/40a/40ao030y.wav
40jo0307_0.74037_01ba0105_-0.74037_401c0202_0.wav,wsj0/si_tr_s/40j/40jo0307.wav,wsj0/si_tr_s/01b/01ba0105.wav,wsj0/si_tr_s/401/401c0202.wav
40ha010i_0.6544_01vo0319_-0.6544_022a010i_0.wav,wsj0/si_tr_s/40h/40ha010i.wav,wsj0/si_tr_s/01v/01vo0319.wav,wsj0/si_tr_s/022/022a010i.wav
020a010x_0.21097_01oc0210_-0.21097_40ia010h_0.wav,wsj0/si_tr_s/020/020a010x.wav,wsj0/si_tr_s/01o/01oc0210.wav,wsj0/si_tr_s/40i/40ia010h.wav
01bo030k_0.73152_406c0201_-0.73152_40jo0309_0.wav,wsj0/si_tr_s/01b/01bo030k.wav,wsj0/si_tr_s/406/406c0201.wav,wsj0/si_tr_s/40j/40jo0309.wav
405a010r_1.6088_20ua0101_-1.6088_20fa010l_0.wav,wsj0/si_tr_s/405/405a010r.wav,wsj0/si_tr_s/20u/20ua0101.wav,wsj0/si_tr_s/20f/20fa010l.wav
01pa010f_0.94371_01zo030n_-0.94371_206c0108_0.wav,wsj0/si_tr_s/01p/01pa010f.wav,wsj0/si_tr_s/01z/01zo030n.wav,wsj0/si_tr_s/206/206c0108.wav
01jc020v_0.42616_20ao0106_-0.42616_40fo0305_0.wav,wsj0/si_tr_s/01j/01jc020v.wav,wsj0/si_tr_s/20a/20ao0106.wav,wsj0/si_tr_s/40f/40fo0305.wav
20da010l_0.010492_025o0313_-0.010492_01fa010o_0.wav,wsj0/si_tr_s/20d/20da010l.wav,wsj0/si_tr_s/025/025o0313.wav,wsj0/si_tr_s/01f/01fa010o.wav
40ko030t_0.40746_20aa010f_-0.40746_206o010l_0.wav,wsj0/si_tr_s/40k/40ko030t.wav,wsj0/si_tr_s/20a/20aa010f.wav,wsj0/si_tr_s/206/206o010l.wav
019o0317_1.6723_01ia010y_-1.6723_015a010g_0.wav,wsj0/si_tr_s/019/019o0317.wav,wsj0/si_tr_s/01i/01ia010y.wav,wsj0/si_tr_s/015/015a010g.wav
01oc020v_0.44661_20ua010l_-0.44661_027o030d_0.wav,wsj0/si_tr_s/01o/01oc020v.wav,wsj0/si_tr_s/20u/20ua010l.wav,wsj0/si_tr_s/027/027o030d.wav
01lo030y_1.3607_01fo0301_-1.3607_02dc020i_0.wav,wsj0/si_tr_s/01l/01lo030y.wav,wsj0/si_tr_s/01f/01fo0301.wav,wsj0/si_tr_s/02d/02dc020i.wav
01wc0217_1.4592_021c020j_-1.4592_02ec020e_0.wav,wsj0/si_tr_s/01w/01wc0217.wav,wsj0/si_tr_s/021/021c020j.wav,wsj0/si_tr_s/02e/02ec020e.wav
017a0112_1.314_022a010v_-1.314_01da0106_0.wav,wsj0/si_tr_s/017/017a0112.wav,wsj0/si_tr_s/022/022a010v.wav,wsj0/si_tr_s/01d/01da0106.wav
206c010i_2.1885_028a010h_-2.1885_01lo0313_0.wav,wsj0/si_tr_s/206/206c010i.wav,wsj0/si_tr_s/028/028a010h.wav,wsj0/si_tr_s/01l/01lo0313.wav
01io030z_1.7711_01vc020z_-1.7711_01bc0217_0.wav,wsj0/si_tr_s/01i/01io030z.wav,wsj0/si_tr_s/01v/01vc020z.wav,wsj0/si_tr_s/01b/01bc0217.wav
01ka0106_0.40811_405c020h_-0.40811_01vc0216_0.wav,wsj0/si_tr_s/01k/01ka0106.wav,wsj0/si_tr_s/405/405c020h.wav,wsj0/si_tr_s/01v/01vc0216.wav
20oa010y_1.762_20ja0112_-1.762_01pc0214_0.wav,wsj0/si_tr_s/20o/20oa010y.wav,wsj0/si_tr_s/20j/20ja0112.wav,wsj0/si_tr_s/01p/01pc0214.wav
01na010b_0.70554_01wo0310_-0.70554_20la010p_0.wav,wsj0/si_tr_s/01n/01na010b.wav,wsj0/si_tr_s/01w/01wo0310.wav,wsj0/si_tr_s/20l/20la010p.wav
01ra010u_0.73706_028c020f_-0.73706_40fo030v_0.wav,wsj0/si_tr_s/01r/01ra010u.wav,wsj0/si_tr_s/028/028c020f.wav,wsj0/si_tr_s/40f/40fo030v.wav
01jo0312_1.0044_20to0108_-1.0044_028a0108_0.wav,wsj0/si_tr_s/01j/01jo0312.wav,wsj0/si_tr_s/20t/20to0108.wav,wsj0/si_tr_s/028/028a0108.wav
01la010d_1.2662_20ca010m_-1.2662_20qa0114_0.wav,wsj0/si_tr_s/01l/01la010d.wav,wsj0/si_tr_s/20c/20ca010m.wav,wsj0/si_tr_s/20q/20qa0114.wav
20so0102_1.2661_405c020l_-1.2661_01oc0210_0.wav,wsj0/si_tr_s/20s/20so0102.wav,wsj0/si_tr_s/405/405c020l.wav,wsj0/si_tr_s/01o/01oc0210.wav
20da0101_1.0973_01lo031b_-1.0973_40nc0213_0.wav,wsj0/si_tr_s/20d/20da0101.wav,wsj0/si_tr_s/01l/01lo031b.wav,wsj0/si_tr_s/40n/40nc0213.wav
01ko0318_0.91582_40io0312_-0.91582_01aa0108_0.wav,wsj0/si_tr_s/01k/01ko0318.wav,wsj0/si_tr_s/40i/40io0312.wav,wsj0/si_tr_s/01a/01aa0108.wav
017o0312_0.97252_20qa010k_-0.97252_20ua0113_0.wav,wsj0/si_tr_s/017/017o0312.wav,wsj0/si_tr_s/20q/20qa010k.wav,wsj0/si_tr_s/20u/20ua0113.wav
20aa010a_1.8762_029a010l_-1.8762_206o010l_0.wav,wsj0/si_tr_s/20a/20aa010a.wav,wsj0/si_tr_s/029/029a010l.wav,wsj0/si_tr_s/206/206o010l.wav
40ko0302_0.16738_01ao0312_-0.16738_20hc010p_0.wav,wsj0/si_tr_s/40k/40ko0302.wav,wsj0/si_tr_s/01a/01ao0312.wav,wsj0/si_tr_s/20h/20hc010p.wav
02cc0208_1.2436_014o030y_-1.2436_01jc021g_0.wav,wsj0/si_tr_s/02c/02cc0208.wav,wsj0/si_tr_s/014/014o030y.wav,wsj0/si_tr_s/01j/01jc021g.wav
01qo0312_0.034726_408o030l_-0.034726_20ba010w_0.wav,wsj0/si_tr_s/01q/01qo0312.wav,wsj0/si_tr_s/408/408o030l.wav,wsj0/si_tr_s/20b/20ba010w.wav
01ec0207_1.0337_40bc021c_-1.0337_20la010o_0.wav,wsj0/si_tr_s/01e/01ec0207.wav,wsj0/si_tr_s/40b/40bc021c.wav,wsj0/si_tr_s/20l/20la010o.wav
20va0104_1.6858_408o0317_-1.6858_20fo010i_0.wav,wsj0/si_tr_s/20v/20va0104.wav,wsj0/si_tr_s/408/408o0317.wav,wsj0/si_tr_s/20f/20fo010i.wav
01uc020o_2.0623_20va010t_-2.0623_20na0103_0.wav,wsj0/si_tr_s/01u/01uc020o.wav,wsj0/si_tr_s/20v/20va010t.wav,wsj0/si_tr_s/20n/20na0103.wav
40hc0208_0.25043_206c010f_-0.25043_024c020e_0.wav,wsj0/si_tr_s/40h/40hc0208.wav,wsj0/si_tr_s/206/206c010f.wav,wsj0/si_tr_s/024/024c020e.wav
20ko010n_1.4734_20co0101_-1.4734_404c021f_0.wav,wsj0/si_tr_s/20k/20ko010n.wav,wsj0/si_tr_s/20c/20co0101.wav,wsj0/si_tr_s/404/404c021f.wav
20fa010l_1.975_405o030u_-1.975_20kc0104_0.wav,wsj0/si_tr_s/20f/20fa010l.wav,wsj0/si_tr_s/405/405o030u.wav,wsj0/si_tr_s/20k/20kc0104.wav
01ya0112_0.54608_20pa0104_-0.54608_404o0310_0.wav,wsj0/si_tr_s/01y/01ya0112.wav,wsj0/si_tr_s/20p/20pa0104.wav,wsj0/si_tr_s/404/404o0310.wav
015c020g_2.2346_023c0205_-2.2346_025a010k_0.wav,wsj0/si_tr_s/015/015c020g.wav,wsj0/si_tr_s/023/023c0205.wav,wsj0/si_tr_s/025/025a010k.wav
02cc0213_0.055314_20so010f_-0.055314_40ga010g_0.wav,wsj0/si_tr_s/02c/02cc0213.wav,wsj0/si_tr_s/20s/20so010f.wav,wsj0/si_tr_s/40g/40ga010g.wav
20qa010k_1.6109_024o0305_-1.6109_408o030g_0.wav,wsj0/si_tr_s/20q/20qa010k.wav,wsj0/si_tr_s/024/024o0305.wav,wsj0/si_tr_s/408/408o030g.wav
01vo0319_0.19591_01ga010c_-0.19591_40ha0103_0.wav,wsj0/si_tr_s/01v/01vo0319.wav,wsj0/si_tr_s/01g/01ga010c.wav,wsj0/si_tr_s/40h/40ha0103.wav
20ka010k_1.5602_401c0216_-1.5602_01vc0218_0.wav,wsj0/si_tr_s/20k/20ka010k.wav,wsj0/si_tr_s/401/401c0216.wav,wsj0/si_tr_s/01v/01vc0218.wav
023c021d_0.93516_40ec0208_-0.93516_02cc0204_0.wav,wsj0/si_tr_s/023/023c021d.wav,wsj0/si_tr_s/40e/40ec0208.wav,wsj0/si_tr_s/02c/02cc0204.wav
40co0305_1.7057_01tc020f_-1.7057_014o0319_0.wav,wsj0/si_tr_s/40c/40co0305.wav,wsj0/si_tr_s/01t/01tc020f.wav,wsj0/si_tr_s/014/014o0319.wav
20ec010n_0.68695_40fa010e_-0.68695_207a0101_0.wav,wsj0/si_tr_s/20e/20ec010n.wav,wsj0/si_tr_s/40f/40fa010e.wav,wsj0/si_tr_s/207/207a0101.wav
01tc0218_1.5747_02da0102_-1.5747_019c0202_0.wav,wsj0/si_tr_s/01t/01tc0218.wav,wsj0/si_tr_s/02d/02da0102.wav,wsj0/si_tr_s/019/019c0202.wav
01oc0219_0.63224_406o030v_-0.63224_40ja010y_0.wav,wsj0/si_tr_s/01o/01oc0219.wav,wsj0/si_tr_s/406/406o030v.wav,wsj0/si_tr_s/40j/40ja010y.wav
405o030t_0.95903_017c020t_-0.95903_020o0316_0.wav,wsj0/si_tr_s/405/405o030t.wav,wsj0/si_tr_s/017/017c020t.wav,wsj0/si_tr_s/020/020o0316.wav
023a0114_0.4449_01dc021a_-0.4449_40fo031d_0.wav,wsj0/si_tr_s/023/023a0114.wav,wsj0/si_tr_s/01d/01dc021a.wav,wsj0/si_tr_s/40f/40fo031d.wav
01wo030i_1.3101_20ca010b_-1.3101_20pa010s_0.wav,wsj0/si_tr_s/01w/01wo030i.wav,wsj0/si_tr_s/20c/20ca010b.wav,wsj0/si_tr_s/20p/20pa010s.wav
40go030m_1.6696_40pc0201_-1.6696_20qc010m_0.wav,wsj0/si_tr_s/40g/40go030m.wav,wsj0/si_tr_s/40p/40pc0201.wav,wsj0/si_tr_s/20q/20qc010m.wav
20ga010s_1.2427_01nc020j_-1.2427_20no010q_0.wav,wsj0/si_tr_s/20g/20ga010s.wav,wsj0/si_tr_s/01n/01nc020j.wav,wsj0/si_tr_s/20n/20no010q.wav
20ma0110_2.3411_409o0319_-2.3411_018a0103_0.wav,wsj0/si_tr_s/20m/20ma0110.wav,wsj0/si_tr_s/409/409o0319.wav,wsj0/si_tr_s/018/018a0103.wav
017o030w_0.60842_01to0308_-0.60842_403a010n_0.wav,wsj0/si_tr_s/017/017o030w.wav,wsj0/si_tr_s/01t/01to0308.wav,wsj0/si_tr_s/403/403a010n.wav
40kc020p_2.3597_206a0106_-2.3597_20ja010k_0.wav,wsj0/si_tr_s/40k/40kc020p.wav,wsj0/si_tr_s/206/206a0106.wav,wsj0/si_tr_s/20j/20ja010k.wav
20ha010u_1.7209_40da010d_-1.7209_40jc020x_0.wav,wsj0/si_tr_s/20h/20ha010u.wav,wsj0/si_tr_s/40d/40da010d.wav,wsj0/si_tr_s/40j/40jc020x.wav
20ao010d_0.90433_20ma010e_-0.90433_01pc020n_0.wav,wsj0/si_tr_s/20a/20ao010d.wav,wsj0/si_tr_s/20m/20ma010e.wav,wsj0/si_tr_s/01p/01pc020n.wav
015a010e_0.29112_014o030a_-0.29112_01jo030g_0.wav,wsj0/si_tr_s/015/015a010e.wav,wsj0/si_tr_s/014/014o030a.wav,wsj0/si_tr_s/01j/01jo030g.wav
01pc020e_1.7396_20co0101_-1.7396_029a0102_0.wav,wsj0/si_tr_s/01p/01pc020e.wav,wsj0/si_tr_s/20c/20co0101.wav,wsj0/si_tr_s/029/029a0102.wav
01uc020z_0.093564_013c020h_-0.093564_20ha010w_0.wav,wsj0/si_tr_s/01u/01uc020z.wav,wsj0/si_tr_s/013/013c020h.wav,wsj0/si_tr_s/20h/20ha010w.wav
40gc0211_1.929_20vo010o_-1.929_40la010z_0.wav,wsj0/si_tr_s/40g/40gc0211.wav,wsj0/si_tr_s/20v/20vo010o.wav,wsj0/si_tr_s/40l/40la010z.wav
40hc020y_1.4113_02dc020r_-1.4113_20ra0103_0.wav,wsj0/si_tr_s/40h/40hc020y.wav,wsj0/si_tr_s/02d/02dc020r.wav,wsj0/si_tr_s/20r/20ra0103.wav
01ya010z_2.4491_01vc020z_-2.4491_012a010a_0.wav,wsj0/si_tr_s/01y/01ya010z.wav,wsj0/si_tr_s/01v/01vc020z.wav,wsj0/si_tr_s/012/012a010a.wav
20na0103_2.3383_40la0105_-2.3383_40ca010v_0.wav,wsj0/si_tr_s/20n/20na0103.wav,wsj0/si_tr_s/40l/40la0105.wav,wsj0/si_tr_s/40c/40ca010v.wav
01na0113_1.5692_020o030f_-1.5692_015c020l_0.wav,wsj0/si_tr_s/01n/01na0113.wav,wsj0/si_tr_s/020/020o030f.wav,wsj0/si_tr_s/015/015c020l.wav
02aa010r_0.74304_022a0112_-0.74304_20ja010k_0.wav,wsj0/si_tr_s/02a/02aa010r.wav,wsj0/si_tr_s/022/022a0112.wav,wsj0/si_tr_s/20j/20ja010k.wav
20ga010r_1.7605_40ba0112_-1.7605_01mc021e_0.wav,wsj0/si_tr_s/20g/20ga010r.wav,wsj0/si_tr_s/40b/40ba0112.wav,wsj0/si_tr_s/01m/01mc021e.wav
01za0114_1.4117_204a0110_-1.4117_403o030r_0.wav,wsj0/si_tr_s/01z/01za0114.wav,wsj0/si_tr_s/204/204a0110.wav,wsj0/si_tr_s/403/403o030r.wav
020a010x_1.3587_01lc020q_-1.3587_20sa010r_0.wav,wsj0/si_tr_s/020/020a010x.wav,wsj0/si_tr_s/01l/01lc020q.wav,wsj0/si_tr_s/20s/20sa010r.wav
403c020s_0.88352_026c0216_-0.88352_027a010g_0.wav,wsj0/si_tr_s/403/403c020s.wav,wsj0/si_tr_s/026/026c0216.wav,wsj0/si_tr_s/027/027a010g.wav
029o0317_0.1698_40ba0102_-0.1698_40cc0219_0.wav,wsj0/si_tr_s/029/029o0317.wav,wsj0/si_tr_s/40b/40ba0102.wav,wsj0/si_tr_s/40c/40cc0219.wav
013o0316_0.88461_40mo030m_-0.88461_20nc0103_0.wav,wsj0/si_tr_s/013/013o0316.wav,wsj0/si_tr_s/40m/40mo030m.wav,wsj0/si_tr_s/20n/20nc0103.wav
02da010l_1.5053_406a0110_-1.5053_40dc020m_0.wav,wsj0/si_tr_s/02d/02da010l.wav,wsj0/si_tr_s/406/406a0110.wav,wsj0/si_tr_s/40d/40dc020m.wav
01yo030t_2.0542_020c020g_-2.0542_408c0204_0.wav,wsj0/si_tr_s/01y/01yo030t.wav,wsj0/si_tr_s/020/020c020g.wav,wsj0/si_tr_s/408/408c0204.wav
01yo0306_2.4593_01fa010f_-2.4593_023c020k_0.wav,wsj0/si_tr_s/01y/01yo0306.wav,wsj0/si_tr_s/01f/01fa010f.wav,wsj0/si_tr_s/023/023c020k.wav
404a0109_1.8839_20ga010m_-1.8839_02bc020u_0.wav,wsj0/si_tr_s/404/404a0109.wav,wsj0/si_tr_s/20g/20ga010m.wav,wsj0/si_tr_s/02b/02bc020u.wav
02ao0306_0.93567_401c0212_-0.93567_20na0108_0.wav,wsj0/si_tr_s/02a/02ao0306.wav,wsj0/si_tr_s/401/401c0212.wav,wsj0/si_tr_s/20n/20na0108.wav
20ga010u_1.2957_208o010g_-1.2957_401a0106_0.wav,wsj0/si_tr_s/20g/20ga010u.wav,wsj0/si_tr_s/208/208o010g.wav,wsj0/si_tr_s/401/401a0106.wav
02bo030d_2.1482_208c010i_-2.1482_20bc010a_0.wav,wsj0/si_tr_s/02b/02bo030d.wav,wsj0/si_tr_s/208/208c010i.wav,wsj0/si_tr_s/20b/20bc010a.wav
02ca010n_2.4191_20ua010k_-2.4191_20ec010n_0.wav,wsj0/si_tr_s/02c/02ca010n.wav,wsj0/si_tr_s/20u/20ua010k.wav,wsj0/si_tr_s/20e/20ec010n.wav
20fc0104_1.8881_40ca0101_-1.8881_01na0103_0.wav,wsj0/si_tr_s/20f/20fc0104.wav,wsj0/si_tr_s/40c/40ca0101.wav,wsj0/si_tr_s/01n/01na0103.wav
20kc010k_1.8722_40gc020i_-1.8722_01la0102_0.wav,wsj0/si_tr_s/20k/20kc010k.wav,wsj0/si_tr_s/40g/40gc020i.wav,wsj0/si_tr_s/01l/01la0102.wav
01qa0110_0.65387_01lo030o_-0.65387_403o030r_0.wav,wsj0/si_tr_s/01q/01qa0110.wav,wsj0/si_tr_s/01l/01lo030o.wav,wsj0/si_tr_s/403/403o030r.wav
